line;number;station;line_shape;open_date;close_date
Курское;17;Бутово;line;01.01.1865;01.01.5555
Курское;18;Щербинка;line;01.01.1895;01.01.5555
Курское;19;Остафьево;line;23.01.2020;01.01.5555
Курское;20;Силикатная;line;01.01.1929;01.01.5555
Курское;21;Подольск;line;01.01.1865;01.01.5555
Курское;22;Кутузовская;line;01.01.1929;01.01.5555
Курское;23;Весенняя;line;01.01.1951;01.01.5555
Курское;24;Гривно;line;01.01.1865;01.01.5555
Курское;25;Львовская;line;01.01.1905;01.01.5555
Курское;26;Колхозная;line;01.01.1929;01.01.5555
Курское;27;Столбовая;line;01.01.1865;01.01.5555
Курское;28;66 км;line;01.01.1929;01.01.5555
Курское;29;Чепелево;line;01.01.1929;01.01.5555
Курское;30;Чехов;line;01.01.1865;01.01.5555
Курское;31;Луч;line;01.01.1908;01.01.5555
Курское;32;Шарапова Охота;line;01.01.1865;01.01.5555
Курское;33;92 км;line;01.01.1929;01.01.5555
Курское;34;Авангард;line;01.01.1904;01.01.5555
Курское;35;Серпухов;line;01.01.1865;01.01.5555
Курское;36;Ока;line;01.01.1867;01.01.5555
Курское;37;107 км;line;01.01.1929;01.01.5555
Ленинградское;1;Ленинградский вокзал;line;01.08.1851;01.01.5555
Ленинградское;2;Рижская;line;01.01.1958;01.01.5555
Ленинградское;3;Останкино;line;01.01.1915;01.01.5555
Ленинградское;4;Петровско-Разумовская;line;01.01.1874;01.01.5555
Ленинградское;5;Лихоборы;line;01.01.1946;01.01.5555
Ленинградское;6;Моссельмаш;line;01.01.1949;01.01.5555
Ленинградское;7;Грачевская;line;01.01.1893;01.01.5555
Ленинградское;8;Ховрино;line;01.01.1893;01.01.5555
Ленинградское;9;Левобережная;line;01.01.1938;01.01.5555
Ленинградское;10;Химки;line;01.01.1851;01.01.5555
Ленинградское;11;Молжаниново;line;01.01.1932;01.01.5555
Ленинградское;12;Новоподрезково;line;01.01.1958;01.01.5555
Ленинградское;13;Подрезково;line;01.01.1916;01.01.5555
Ленинградское;14;Сходня;line;01.01.1874;01.01.5555
Ленинградское;15;Фирсановская;line;01.01.1893;01.01.5555
Ленинградское;16;Малино;line;01.01.1964;01.01.5555
Ленинградское;17;Крюково;line;01.01.1851;01.01.5555
Ленинградское;18;Алабушево;line;01.01.1932;01.01.5555
Ленинградское;19;Радищево;line;01.01.1964;01.01.5555
Ленинградское;20;Поваровка;line;01.01.1885;01.01.5555
Ленинградское;21;Поварово-1;line;01.01.1874;01.01.5555
Ленинградское;22;Березки-Дачные;line;01.01.1901;01.01.5555
Ленинградское;23;Подсолнечная;line;01.01.1851;01.01.5555
Ленинградское;24;Сенеж;line;01.01.1968;01.01.5555
Ленинградское;25;Головково;line;01.01.1932;01.01.5555
Ленинградское;26;Покровка;line;01.01.1874;01.01.5555
Ленинградское;27;Фроловское;line;01.01.1914;01.01.5555
Ленинградское;28;Стреглово;line;01.01.1964;01.01.5555
Ленинградское;29;Клин;line;01.01.1851;01.01.5555
Ленинградское;30;Ямуга;line;01.01.1964;01.01.5555
Ленинградское;31;Решетниково;line;01.01.1851;01.01.5555
Ленинградское:1;1;Решетниково;line;01.01.1851;01.01.5555
Ленинградское:1;2;Путепроводная;line;01.01.1966;01.01.5555
Ленинградское:1;3;Конаковский Мох;line;01.01.1937;01.01.5555
Ленинградское:1;4;Донховка;line;01.01.1966;01.01.5555
Ленинградское:1;5;Конаково-ГРЭС;line;01.01.1966;01.01.5555
Ленинградское:2;1;Решетниково;line;01.01.1851;01.01.5555
Ленинградское:2;2;Черничная;line;01.01.1964;01.01.5555
Ленинградское:2;3;Завидово;line;01.01.1851;01.01.5555
Ленинградское:2;4;Московское Море;line;01.01.1964;01.01.5555
Ленинградское:2;5;Редкино;line;01.01.1874;01.01.5555
Ленинградское:2;6;Межево;line;01.01.1964;01.01.5555
Ленинградское:2;7;Кузьминка;line;01.01.1851;01.01.5555
Ленинградское:2;8;Чуприяновка;line;01.01.1964;01.01.5555
Ленинградское:2;9;Лазурная;line;01.01.1964;01.01.5555
Ленинградское:2;10;Тверь;line;01.01.1850;01.01.5555
Павелецкое;1;Павелецкий вокзал;line;01.01.1900;01.01.5555
Павелецкое;2;Москва-Товарная-Павелецка;line;01.01.1900;01.01.5555
Павелецкое;3;Тульская;line;01.01.1958;01.01.5555
Павелецкое;4;Верхние Котлы;line;25.12.2018;01.01.5555
Павелецкое;5;Нагатинская;line;01.01.1958;01.01.5555
Павелецкое;6;Коломенское;line;01.01.1900;01.01.5555
Павелецкое;7;Чертаново;line;01.01.1936;01.01.5555
Павелецкое;8;Бирюлёво-Товарная;line;01.01.1900;01.01.5555
Павелецкое;9;Бирюлёво-Пассажирская;line;01.01.1900;01.01.5555
Павелецкое;10;Булатниково;line;01.01.1932;01.01.5555
Павелецкое;11;Расторгуево;line;01.01.1958;01.01.5555
Павелецкое;12;Калинина;line;01.01.1927;01.01.5555
Павелецкое;13;Ленинская;line;01.01.1900;01.01.5555
Павелецкое;14;32 км;line;01.01.1900;01.01.5555
Павелецкое;15;Домодедово;line;19.01.1900;01.01.5555
Павелецкое:1;1;Домодедово;line;19.01.1900;01.01.5555
Павелецкое:1;2;Авиационная;line;01.01.1963;01.01.5555
Павелецкое:1;3;Космос;line;01.01.1963;01.01.5555
Павелецкое:1;4;Аэропорт Домодедово;line;01.01.1963;01.01.5555
Павелецкое:2;1;Домодедово;line;19.01.1900;01.01.5555
Павелецкое:2;2;Взлётная;line;01.01.1960;01.01.5555
Павелецкое:2;3;Востряково;line;01.01.1900;01.01.5555
Павелецкое:2;4;Белые Столбы;line;01.01.1900;01.01.5555
Павелецкое:2;5;52 км;line;01.01.1900;01.01.5555
Павелецкое:2;6;Барыбино;line;01.01.1900;01.01.5555
Павелецкое:2;7;Вельяминово;line;01.01.1900;01.01.5555
Павелецкое:2;8;Привалово;line;01.01.1932;01.01.5555
Павелецкое:2;9;Михнево;line;01.01.1900;01.01.5555
Павелецкое:2;10;Шугарово;line;01.01.1900;01.01.5555
Павелецкое:2;11;85 км;line;01.01.1900;01.01.5555
Павелецкое:2;12;Жилёво;line;01.01.1900;01.01.5555
Павелецкое:2;13;Ситенка;line;01.01.1964;01.01.5555
Павелецкое:2;14;Ступино;line;01.01.1900;01.01.5555
Павелецкое:2;15;Акри;line;01.01.1932;01.01.5555
Павелецкое:2;16;Белопесоцкий;line;01.01.1932;01.01.5555
Павелецкое:2;17;Кашира;line;01.01.1900;01.01.5555
Павелецкое:2;18;Тесна;line;01.01.1936;01.01.5555
Павелецкое:2;19;Ожерелье;line;01.01.1900;01.01.5555
Павелецкое:2:1;1;Ожерелье;line;01.01.1900;01.01.5555
Павелецкое:2:1;2;123 км;line;01.01.1900;01.01.5555
Павелецкое:2:1;3;126 км;line;01.01.1900;01.01.5555
Павелецкое:2:1;4;Пчеловодное;line;01.01.1900;01.01.5555
Павелецкое:2:1;5;137 км;line;01.01.1900;01.01.5555
Павелецкое:2:1;6;142 км;line;01.01.1900;01.01.5555
Павелецкое:2:1;7;Мордвес;line;01.01.1920;01.01.5555
Павелецкое:2:2;1;Ожерелье;line;01.01.1900;01.01.5555
Павелецкое:2:2;2;121 км;line;01.01.1900;01.01.5555
Павелецкое:2:2;3;Пурлово;line;01.01.1900;01.01.5555
Павелецкое:2:2;4;131 км;line;01.01.1900;01.01.5555
Павелецкое:2:2;5;Топканово;line;01.01.1900;01.01.5555
Павелецкое:2:2;6;137 км;line;01.01.1900;01.01.5555
Павелецкое:2:2;7;Богатищево;line;01.01.1900;01.01.5555
Павелецкое:2:2;8;146 км;line;01.01.1900;01.01.5555
Павелецкое:2:2;9;Коровино;line;01.01.1900;01.01.5555
Павелецкое:2:2;10;152 км;line;01.01.1900;01.01.5555
Павелецкое:2:2;11;Узаново;line;01.01.1900;01.01.5555
Рижское;1;Рижский вокзал;line;01.01.1901;01.01.5555
Рижское;2;Дмитровская;line;01.01.1964;01.01.5555
Рижское:1;1;Дмитровская;line;01.01.1964;01.01.5555
Рижское:1;2;Рижская;line;01.01.1958;01.01.5555
Рижское:1;3;Москва-Каланчёвская;line;01.01.1865;01.01.5555
Рижское:2;1;Дмитровская;line;01.01.1964;01.01.5555
Рижское:2;2;Гражданская;line;01.01.1901;01.01.5555
Рижское:2;3;Красный Балтиец;line;01.01.1945;01.01.5555
Рижское:2;4;Стрешнево;line;01.01.1964;01.01.5555
Рижское:2;5;Щукинская;line;25.06.2021;01.01.5555
Рижское:2;6;Тушинская;line;01.01.1901;01.01.5555
Рижское:2;7;Трикотажная;line;01.01.1932;01.01.5555
Рижское:2;8;Волоколамская;line;23.11.2019;01.01.5555
Рижское:2;9;Пенягино;line;24.11.2019;01.01.5555
Рижское:2;10;Павшино;line;01.01.1906;01.01.5555
Рижское:2;11;Красногорская;line;01.01.1946;01.01.5555
Рижское:2;12;Опалиха;line;01.01.1901;01.01.5555
Рижское:2;13;Аникеевка;line;01.01.1964;01.01.5555
Рижское:2;14;Нахабино;line;01.01.1901;01.01.5555
Рижское:2;15;Малиновка;line;01.01.1966;01.01.5555
Рижское:2;16;Дедовск;line;01.01.1906;01.01.5555
Рижское:2;17;Миитовская;line;01.05.1966;01.01.5555
Рижское:2;18;Снегири;line;01.01.1903;01.01.5555
Рижское:2;19;50 км;line;01.01.1984;01.01.5555
Рижское:2;20;Манихино;line;01.01.1906;01.01.5555
Рижское:2;21;Троицкая;line;01.01.1968;01.01.5555
Рижское:2;22;Истра;line;01.01.1901;01.01.5555
Рижское:2;23;Новоиерусалимская;line;01.01.1901;01.01.5555
Рижское:2;24;Чеховская;line;01.01.1964;01.01.5555
Рижское:2;25;Холщевики;line;01.01.1905;01.01.5555
Рижское:2;26;73 км;line;01.01.1983;01.01.5555
Рижское:2;27;Ядрошино;line;01.01.1958;01.01.5555
Рижское:2;28;Курсаковская;line;01.01.1964;01.01.5555
Рижское:2;29;Румянцево;line;01.01.1901;01.01.5555
Рижское:2;30;Новопетровская;line;01.01.1964;01.01.5555
Рижское:2;31;Устиновка;line;01.01.1922;01.01.5555
Рижское:2;32;91 км;line;01.01.1983;01.01.5555
Рижское:2;33;Лесодолгоруково;line;01.01.1901;01.01.5555
Рижское:2;34;Чисмена;line;01.01.1901;01.01.5555
Рижское:2;35;Матренино;line;01.01.1903;01.01.5555
Рижское:2;36;Дубосеково;line;01.01.1941;01.01.5555
Рижское:2;37;Волоколамск;line;01.01.1901;01.01.5555
Рижское:2;38;133 км;line;01.01.2006;01.01.5555
Рижское:2;39;Благовещенское;line;01.01.1936;01.01.5555
Рижское:2;40;141 км;line;01.01.1991;01.01.5555
Рижское:2;41;Бухолово;line;01.01.1903;01.01.5555
Рижское:2;42;149 км;line;01.01.1990;01.01.5555
Рижское:2;43;Шаховская;line;01.01.1901;01.01.5555
Савёловская;1;Савёловский вокзал;line;01.01.1902;01.01.5555
Савёловская;2;Тимирязевская;line;01.01.1985;01.01.5555
Савёловская;3;Окружная;line;01.01.1911;01.01.5555
Савёловская;4;Дегунино;line;01.01.1973;01.01.5555
Савёловская;5;Бескудниково;line;01.01.1901;01.01.5555
Савёловская;6;Лианозово;line;01.01.1913;01.01.5555
Савёловская;7;Марк;line;01.01.1901;01.01.5555
Савёловская;8;Новодачная;line;01.01.1964;01.01.5555
Савёловская;9;Долгопрудная;line;01.01.1914;01.01.5555
Савёловская;10;Водники;line;01.01.1964;01.01.5555
Савёловская;11;Хлебниково;line;01.01.1901;01.01.5555
Савёловская;12;Шереметьевская;line;01.01.1901;01.01.5555
Савёловская:1;1;Шереметьевская;line;01.01.1901;01.01.5555
Савёловская:1;2;Аэропорт Шереметьево;line;01.01.1901;01.01.5555
Савёловская:2;1;Шереметьевская;line;10.06.2008;01.01.5555
Савёловская:2;2;Лобня;line;01.01.1901;01.01.5555
Савёловская:2;3;Депо;line;01.01.1954;01.01.5555
Савёловская:2;4;Луговая;line;01.01.1916;01.01.5555
Савёловская:2;5;Некрасовская;line;01.01.1960;01.01.5555
Савёловская:2;6;Катуар;line;01.01.1901;01.01.5555
Савёловская:2;7;Трудовая;line;01.01.1936;01.01.5555
Савёловская:2;8;Икша;line;01.01.1901;01.01.5555
Савёловская:2;9;Морозки;line;01.01.1964;01.01.5555
Савёловская:2;10;Турист;line;01.01.1901;01.01.5555
Савёловская:2;11;Яхрома;line;01.01.1901;01.01.5555
Савёловская:2;12;Дмитров;line;01.01.1901;01.01.5555
Савёловская:2;13;Каналстрой;line;01.01.1940;01.01.5555
Савёловская:2;14;75 км;line;01.01.1901;01.01.5555
Савёловская:2;15;Орудьево;line;01.01.1901;01.01.5555
Савёловская:2;16;Вербилки;line;01.01.1901;01.01.5555
Савёловская:2:1;1;Вербилки;line;01.01.1901;01.01.5555
Савёловская:2:1;2;Соревнование;line;01.01.1901;01.01.5555
Савёловская:2:1;3;Запрудня;line;01.01.1901;01.01.5555
Савёловская:2:1;4;Темпы;line;01.01.1939;01.01.5555
Савёловская:2:1;5;Мельдино;line;01.01.1901;01.01.5555
Савёловская:2:1;6;119 км;line;01.01.1954;01.01.5555
Савёловская:2:1;7;Карманово;line;01.01.1901;01.01.5555
Савёловская:2:1;8;Большая Волга;line;17.04.1937;01.01.5555
Савёловская:2:1;9;Дубна;line;01.01.1969;10.05.2017
Савёловская:2:2;1;Вербилки;line;01.01.1901;01.01.5555
Савёловская:2:2;2;94 км;line;01.01.1901;01.01.5555
Савёловская:2:2;3;Власово;line;01.01.1917;01.01.5555
Савёловская:2:2;4;Талдом;line;01.01.1901;01.01.5555
Савёловская:2:2;5;Лебзино;line;01.01.1930;01.01.5555
Савёловская:2:2;6;124 км;line;01.01.1901;01.01.5555
Савёловская:2:2;7;Савёлово;line;01.01.1901;01.01.5555
Ярославское;1;Ярославский вокзал;line;01.01.1862;01.01.5555
Ярославское;2;Москва-3;line;01.01.1929;01.01.5555
Ярославское;3;Маленковская;line;01.01.1934;01.01.5555
Ярославское;4;Яуза;line;01.01.1915;01.01.5555
Ярославское;5;Ростокино;line;01.01.1932;01.01.5555
Ярославское;6;Лосиноостровская;line;01.01.1902;01.01.5555
Ярославское;7;Лось;line;01.01.1929;01.01.5555
Ярославское;8;Перловская;line;01.01.1898;01.01.5555
Ярославское;9;Тайнинская;line;01.01.1898;01.01.5555
Ярославское;10;Мытищи;line;01.01.1862;01.01.5555
Ярославское:1;1;Мытищи;line;01.01.1862;01.01.5555
Ярославское:1;2;Подлипки-дачные;line;01.01.1914;01.01.5555
Ярославское:1;3;Болшево;line;01.01.1896;01.01.5555
Ярославское:1:1;1;Болшево;line;01.01.1896;01.01.5555
Ярославское:1:1;2;Валентиновка;line;01.01.1930;01.01.5555
Ярославское:1:1;3;Загорянская;line;01.01.1896;01.01.5555
Ярославское:1:1;4;Соколовская;line;01.01.1896;01.01.5555
Ярославское:1:1;5;Воронок;line;01.01.1932;01.01.5555
Ярославское:1:1;6;Щелково;line;01.01.1862;01.01.5555
Ярославское:1:1;7;Гагаринская;line;01.01.1932;01.01.5555
Ярославское:1:1;8;Чкаловская;line;01.01.1932;01.01.5555
Ярославское:1:1;9;Бахчиванджи;line;01.01.1956;01.01.5555
Ярославское:1:1;10;Циолковская;line;01.01.1966;01.01.5555
Ярославское:1:1;11;Осеевская;line;01.01.1932;01.01.5555
Ярославское:1:1;12;Монино;line;01.01.1929;01.01.5555
Ярославское:1:1;13;Кашино;line;01.01.1971;01.01.5555
Ярославское:1:1;14;Колонтаево;line;01.01.1971;01.01.5555
Ярославское:1:1;15;Лесная;line;01.01.1971;01.01.5555
Ярославское:1:1;16;Фрязево;line;01.01.1879;01.01.5555
Ярославское:1:2;1;Болшево;line;01.01.1896;01.01.5555
Ярославское:1:2;2;Фабрика 1 Мая;line;01.01.1951;01.01.5555
Ярославское:1:2;3;Зеленый Бор;line;01.01.1951;01.01.5555
Ярославское:1:2;4;Ивантеевка-2;line;01.01.1988;01.01.5555
Ярославское:1:2;5;Детская;line;01.01.1946;01.01.5555
Ярославское:1:2;6;Фрязино-Товарное;line;01.01.1949;01.01.5555
Ярославское:1:2;7;Фрязино-Пассажирская;line;01.01.1949;01.01.5555
Ярославское:2;1;Мытищи;line;01.01.1862;01.01.5555
Ярославское:2;2;Строитель;line;01.01.1930;01.01.5555
Ярославское:2;3;Челюскинская;line;01.01.1936;01.01.5555
Ярославское:2;4;Тарасовская;line;01.01.1895;01.01.5555
Ярославское:2;5;Клязьма;line;01.01.1898;01.01.5555
Ярославское:2;6;Мамонтовская;line;01.01.1897;01.01.5555
Ярославское:2;7;Пушкино;line;08.08.1862;01.01.5555
Ярославское:2;8;Заветы Ильича;line;01.01.1935;01.01.5555
Ярославское:2;9;Правда;line;01.01.1862;01.01.5555
Ярославское:2;10;Зеленоградская;line;01.01.1897;01.01.5555
Ярославское:2;11;43 км;line;01.01.1952;01.01.5555
Ярославское:2;12;Софрино;line;01.01.1862;01.01.5555
Ярославское:2:1;1;Софрино;line;01.01.1862;01.01.5555
Ярославское:2:1;2;Посёлок Дальний;line;01.01.1993;01.01.5555
Ярославское:2:1;3;Рахманово;line;01.01.1956;01.01.5555
Ярославское:2:1;4;Федоровское;line;01.01.1995;01.01.5555
Ярославское:2:1;5;Путилово;line;01.01.1956;01.01.5555
Ярославское:2:1;6;Красноармейск;line;01.01.1956;01.01.5555
Ярославское:2:2;1;Софрино;line;01.01.1862;01.01.5555
Ярославское:2:2;2;Ашукинская;line;01.01.1898;01.01.5555
Ярославское:2:2;3;Калистово;line;01.01.1898;01.01.5555
Ярославское:2:2;4;Радонеж;line;01.01.1960;01.01.5555
Ярославское:2:2;5;Абрамцево;line;01.01.1947;01.01.5555
Ярославское:2:2;6;Хотьково;line;01.01.1862;01.01.5555
Ярославское:2:2;7;Семхоз;line;01.01.1927;01.01.5555
Ярославское:2:2;8;Сергиев Посад;line;01.01.1862;01.01.5555
Ярославское:2:2;9;76 км;line;01.01.1940;01.01.5555
Ярославское:2:2;10;81 км;line;01.01.1944;01.01.5555
Ярославское:2:2;11;83 км;line;01.01.1901;01.01.5555
Ярославское:2:2;12;Бужаниново;line;01.01.1901;01.01.5555
Ярославское:2:2;13;90 км;line;01.01.1901;01.01.5555
Ярославское:2:2;14;Арсаки;line;01.01.1870;01.01.5555
Ярославское:2:2;15;Струнино;line;01.01.1876;01.01.5555
Ярославское:2:2;16;Александров-1;line;01.01.1870;01.01.5555
Ярославское:2:2;17;Балакирево;line;01.01.1870;01.01.5555
